dateTime,BandAccX,BandAccY,BandAccZ,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed,rate,rateZone,usage,deviceStatus
2024-06-06 12:12:05.605,,,,0.382253,2.992823,9.959526,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.625,,,,0.477966,2.919842,9.591031,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.645,,,,0.432503,3.133999,9.254242,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.661,,,,2.98125,-20.53125,-36.112503,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.665,,,,0.326022,3.302693,9.165708,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.685,,,,0.426521,3.284747,9.006584,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.705,,,,0.555733,3.296711,8.99462,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.721,,,,3.43125,-20.25,-35.15625,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.725,,,,0.750748,3.263212,9.056833,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.745,,,,0.664607,3.234498,9.443872,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.765,,,,0.388235,3.413362,9.468997,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.779,,,,-159.463621,-19.236727,-2.209603,Orientation,,,,,,,,,,
2024-06-06 12:12:05.781,,,,3.675,-19.987501,-34.612503,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.785,,,,0.242273,3.288337,9.507282,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.805,,,,0.321236,3.245266,9.42473,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.825,,,,0.38345,3.366103,9.213564,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.841,,,,3.58125,-19.96875,-33.993752,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.845,,,,0.404985,3.366103,9.267402,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.865,,,,0.34995,3.31705,9.290133,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.885,,,,0.272184,3.30389,9.417552,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.901,,,,3.50625,-19.650002,-33.5625,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.905,,,,0.397807,2.966502,8.781659,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.925,,,,0.21655,3.101696,9.598209,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.945,,,,0.118445,3.994817,9.317053,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.961,,,,3.31875,-19.743752,-33.112503,MagneticField,,,,,,,,,,
2024-06-06 12:12:05.965,,,,0.869193,3.252444,9.61496,Acceleration,,,,,,,,,,
2024-06-06 12:12:05.965,,,,0.008123,-0.027564,-0.020107,AngularVelocity,,,,,,,,,,
2024-06-06 12:12:05.979,,,,-159.260381,-19.393533,-2.880854,Orientation,,,,,,,,,,
2024-06-06 12:12:05.985,,,,0.778266,2.898306,9.891331,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.000,,,,,,,Position,43.875,0.0,3.79,52.334767,4.861971,0.0,,,on,ACTIVITY_STOPPED
2024-06-06 12:12:06.005,,,,0.622732,3.641876,9.354142,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.021,,,,3.28125,-19.875,-32.887501,MagneticField,,,,,,,,,,
2024-06-06 12:12:06.025,,,,0.923031,4.048656,8.867801,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.045,,,,1.120439,3.628716,8.983852,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.065,,,,0.9003,3.366103,9.000603,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.081,,,,3.09375,-19.78125,-32.662502,MagneticField,,,,,,,,,,
2024-06-06 12:12:06.085,,,,0.789033,3.264408,9.249456,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.105,,,,0.626321,3.173481,9.369696,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.125,,,,0.619143,3.145964,9.114262,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.141,,,,2.85,-19.950001,-32.643753,MagneticField,,,,,,,,,,
2024-06-06 12:12:06.145,,,,0.678963,3.192624,9.122637,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.165,,,,0.582054,3.242873,9.477372,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.178,,,,-159.232665,-19.632317,-2.381822,Orientation,,,,,,,,,,
2024-06-06 12:12:06.185,,,,0.566501,3.354139,9.486943,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.201,,,,2.49375,-20.34375,-32.793751,MagneticField,,,,,,,,,,
2024-06-06 12:12:06.205,,,,0.562912,3.451647,9.470194,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.225,,,,0.515055,3.455236,9.490533,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.245,,,,0.495912,3.39721,9.459426,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.261,,,,2.11875,-20.6625,-32.981251,MagneticField,,,,,,,,,,
2024-06-06 12:12:06.265,,,,0.535394,3.311068,9.442677,Acceleration,,,,,,,,,,
2024-06-06 12:12:06.285,,,,0.495912,3.230909,9.479765,Acceleration,,,,,,,,,,
