Timestamp,X,Y,Z,Type,altitude,course,hacc,latitude,longitude,speed
05-Jun-2024 17:31:10.780,5.742774,7.60439,2.306681,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.780,-0.197615,0.127823,0.106749,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.782,-33.09375,-39.825001,2.08125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.783,104.012942,-50.148465,-67.189459,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.789,5.78106,7.666604,2.299503,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.790,-0.228158,0.147982,0.118355,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.792,-33.318752,-39.900002,1.35,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.792,104.107833,-50.055359,-67.021887,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.798,5.828916,7.688139,2.349752,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.799,-0.261145,0.162032,0.126907,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.801,104.213804,-49.953996,-66.836488,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.802,-33.356251,-39.900002,0.35625,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.807,5.843273,7.652247,2.39043,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.808,-0.292299,0.17486,0.132405,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.810,104.345367,-49.841431,-66.62745,Orientation,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.812,-33.225002,-39.637501,-0.4125,MagneticField,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.816,5.864808,7.575676,2.443072,Acceleration,NaN,NaN,NaN,NaN,NaN,NaN
05-Jun-2024 17:31:10.817,-0.317344,0.184634,0.137292,AngularVelocity,NaN,NaN,NaN,NaN,NaN,NaN
